This file was created by CMPT_ME_BEME_OP_INV_RETS_DAILY using the 201904 CRSP database.,,,,,,,,,,,
The 1-month TBill return is from Ibbotson and Associates, Inc.,,,,,,,,,,
,Mkt-RF_simple,SMB_simple,HML_simple,RMW_simple,CMA_simple,RF,Mkt-RF_log,SMB_log,HML_log,RMW_log,CMA_log
19640430,-0.25,-0.25,-0.04,-0.13,0.04,0.013,-0.250313022,-0.250313022,-0.040008002,-0.130084573,0.039992002
19640501,0.78,-0.16,0.32,0.07,-0.34,0.013,0.776973726,-0.160128137,0.31948909,0.069975511,-0.340579313
19640504,0.45,0.11,0.22,-0.18,-0.07,0.013,0.448990527,0.109939544,0.219758354,-0.180162195,-0.070024511
19640505,0.46,-0.49,0.12,0.06,-0.56,0.013,0.458945233,-0.491204436,0.119928058,0.059982007,-0.561573879
19640506,0.26,-0.2,0.19,-0.04,0.34,0.013,0.259662585,-0.200200267,0.189819728,-0.040008002,0.339423307
19640507,0.11,-0.06,0.73,-0.15,0.67,0.013,0.109939544,-0.060018007,0.727348397,-0.150112613,0.667765475
19640508,-0.18,-0.01,0.11,-0.12,0.06,0.013,-0.180162195,-0.0100005,0.109939544,-0.120072058,0.059982007
19640511,-0.03,0.06,0.01,-0.06,-0.08,0.013,-0.030004501,0.059982007,0.0099995,-0.060018007,-0.080032017
19640512,0.32,-0.18,0.04,0.16,-0.02,0.013,0.31948909,-0.180162195,0.039992002,0.159872136,-0.020002
19640513,-0.25,-0.01,-0.17,-0.02,-0.08,0.013,-0.250313022,-0.0100005,-0.170144664,-0.020002,-0.080032017
19640514,-0.11,0.27,-0.02,0.03,0.01,0.013,-0.110060544,0.269636155,-0.020002,0.029995501,0.0099995
19640515,0.15,-0.25,-0.06,0.09,0.12,0.013,0.149887612,-0.250313022,-0.060018007,0.089959524,0.119928058
19640518,-0.33,0,-0.21,-0.04,-0.06,0.013,-0.330545701,0,-0.210220809,-0.040008002,-0.060018007
19640519,-0.44,0.36,-0.15,0.11,0.44,0.013,-0.440970849,0.359353551,-0.150112613,0.109939544,0.43903483
19640520,0.42,-0.18,0.43,0.07,-0.17,0.013,0.419120462,-0.180162195,0.429078142,0.069975511,-0.170144664
19640521,0.07,-0.07,-0.2,0.24,-0.28,0.013,0.069975511,-0.070024511,-0.200200267,0.23971246,-0.280392733
19640522,0.05,0.22,0.08,0.09,-0.06,0.013,0.049987504,0.219758354,0.079968017,0.089959524,-0.060018007
19640525,-0.12,-0.06,0.07,0.12,0.01,0.013,-0.120072058,-0.060018007,0.069975511,0.119928058,0.0099995
19640526,-0.17,0.12,0.15,-0.26,-0.01,0.013,-0.170144664,0.119928058,0.149887612,-0.260338587,-0.0100005
19640527,-0.15,-0.28,0.23,-0.32,0.21,0.013,-0.150112613,-0.280392733,0.229735905,-0.320513095,0.209779808
19640528,0.16,0.13,0.01,-0.1,0.09,0.013,0.159872136,0.129915573,0.0099995,-0.100050033,0.089959524
19640601,-0.35,0,0.04,-0.2,0.09,0.014,-0.350613933,0,0.039992002,-0.200200267,0.089959524
19640602,-0.52,-0.13,-0.07,-0.06,0.07,0.014,-0.521356705,-0.130084573,-0.070024511,-0.060018007,0.069975511
19640603,-0.26,-0.11,0.19,-0.25,0.38,0.014,-0.260338587,-0.110060544,0.189819728,-0.250313022,0.379279824
19640604,-1.03,-0.05,-0.33,0.11,0.16,0.014,-1.035341208,-0.050012504,-0.330545701,0.109939544,0.159872136
19640605,0.42,-0.11,0.16,0.07,0.02,0.014,0.419120462,-0.110060544,0.159872136,0.069975511,0.019998
19640608,-0.46,0.05,-0.16,0.05,-0.07,0.014,-0.461061256,0.049987504,-0.160128137,0.049987504,-0.070024511
19640609,0.56,-0.2,0.46,0.28,0.09,0.014,0.558437829,-0.200200267,0.458945233,0.27960873,0.089959524
19640610,0.37,-0.02,-0.2,0.25,-0.08,0.014,0.369317184,-0.020002,-0.200200267,0.24968802,-0.080032017
19640611,0.3,-0.03,-0.36,0.09,-0.47,0.014,0.299550898,-0.030004501,-0.360649559,0.089959524,-0.471107973
19640612,-0.23,0.23,0.1,0.18,-0.06,0.014,-0.230264906,0.229735905,0.099950033,0.179838194,-0.060018007
19640615,0.45,0.04,0.05,0.04,-0.25,0.014,0.448990527,0.039992002,0.049987504,0.039992002,-0.250313022
19640616,0.51,0.01,0.35,0.09,-0.04,0.014,0.508703905,0.0099995,0.349388925,0.089959524,-0.040008002
19640617,0.51,-0.1,0.12,-0.63,-0.1,0.014,0.508703905,-0.100050033,0.119928058,-0.631992874,-0.100050033
19640618,0,0.03,0.09,-0.26,0.13,0.014,0,0.029995501,0.089959524,-0.260338587,0.129915573
19640619,0.1,0.02,0.11,0.03,0,0.014,0.099950033,0.019998,0.109939544,0.029995501,0
19640622,0.25,-0.17,0.36,-0.39,-0.08,0.014,0.24968802,-0.170144664,0.359353551,-0.390762483,-0.080032017
19640623,-0.38,0.42,-0.24,0.1,0.22,0.014,-0.380723834,0.419120462,-0.240288462,0.099950033,0.219758354
19640624,0.35,0.03,0.23,-0.07,0.07,0.014,0.349388925,0.029995501,0.229735905,-0.070024511,0.069975511
19640625,0.2,0.02,-0.02,-0.1,0.3,0.014,0.199800266,0.019998,-0.020002,-0.100050033,0.299550898
19640626,0.26,0.25,0.15,-0.23,-0.04,0.014,0.259662585,0.24968802,0.149887612,-0.230264906,-0.040008002
19640629,0.18,-0.01,-0.17,0.12,0.1,0.014,0.179838194,-0.0100005,-0.170144664,0.119928058,0.099950033
19640630,0.03,-0.08,-0.16,0.35,-0.34,0.014,0.029995501,-0.080032017,-0.160128137,0.349388925,-0.340579313
19640701,0.62,-0.15,0.38,-0.26,-0.11,0.013,0.618085908,-0.150112613,0.379279824,-0.260338587,-0.110060544
19640702,0.39,0.07,-0.26,0.04,-0.28,0.013,0.389241472,0.069975511,-0.260338587,0.039992002,-0.280392733
19640706,0.41,-0.11,-0.09,0.25,-0.21,0.013,0.40916179,-0.110060544,-0.090040524,0.24968802,-0.210220809
19640707,0.15,-0.15,0.1,0.18,0.1,0.013,0.149887612,-0.150112613,0.099950033,0.179838194,0.099950033
19640708,0.02,0.03,0.11,-0.01,0.15,0.013,0.019998,0.029995501,0.109939544,-0.0100005,0.149887612
19640709,0.13,0.3,-0.11,-0.23,0.32,0.013,0.129915573,0.299550898,-0.110060544,-0.230264906,0.31948909
19640710,0.19,0.04,0.43,0.15,0.24,0.013,0.189819728,0.039992002,0.429078142,0.149887612,0.23971246
19640713,-0.07,0.08,0.04,0.25,-0.13,0.013,-0.070024511,0.079968017,0.039992002,0.24968802,-0.130084573
19640714,-0.29,0.23,0.09,-0.33,0.29,0.013,-0.290421315,0.229735905,0.089959524,-0.330545701,0.289580311
19640715,0.37,-0.01,-0.35,0.31,-0.08,0.013,0.369317184,-0.0100005,-0.350613933,0.309520491,-0.080032017
19640716,0.31,-0.19,0.18,-0.24,0.11,0.013,0.309520491,-0.190180729,0.179838194,-0.240288462,0.109939544
19640717,0.44,-0.16,-0.27,0.28,0.02,0.013,0.43903483,-0.160128137,-0.270365157,0.27960873,0.019998
19640720,-0.31,0.17,0.09,-0.16,0.11,0.013,-0.310481495,0.169855664,0.089959524,-0.160128137,0.109939544
19640721,-0.19,0.12,-0.13,0.04,-0.09,0.013,-0.190180729,0.119928058,-0.130084573,0.039992002,-0.090040524
19640722,0.02,0.01,0.01,0.11,0.31,0.013,0.019998,0.0099995,0.0099995,0.109939544,0.309520491
19640723,-0.03,0.14,0.12,0.08,0.09,0.013,-0.030004501,0.139902091,0.119928058,0.079968017,0.089959524
19640724,-0.03,0.11,-0.05,-0.01,0.16,0.013,-0.030004501,0.109939544,-0.050012504,-0.0100005,0.159872136
19640727,-0.48,-0.07,0.28,-0.09,0.22,0.013,-0.4811557,-0.070024511,0.27960873,-0.090040524,0.219758354
19640728,-0.24,0.15,0.05,0.14,0.06,0.013,-0.240288462,0.149887612,0.049987504,0.139902091,0.059982007
19640729,0.13,-0.08,-0.02,0.23,-0.07,0.013,0.129915573,-0.080032017,-0.020002,0.229735905,-0.070024511
19640730,0.13,-0.13,-0.01,-0.31,0.09,0.013,0.129915573,-0.130084573,-0.0100005,-0.310481495,0.089959524
19640731,0.07,0.1,0.1,-0.27,0.52,0.013,0.069975511,0.099950033,0.099950033,-0.270365157,0.518652669
19640803,-0.24,-0.27,0.23,-0.03,0.06,0.013,-0.240288462,-0.270365157,0.229735905,-0.030004501,0.059982007
19640804,-1.13,-0.14,-0.05,-0.23,0.54,0.013,-1.136433008,-0.140098092,-0.050012504,-0.230264906,0.538547228
19640805,0.16,-0.4,0.05,-0.05,-0.22,0.013,0.159872136,-0.40080214,0.049987504,-0.050012504,-0.220242356
19640806,-0.87,0.41,-0.09,0.21,0.11,0.013,-0.873806594,0.40916179,-0.090040524,0.209779808,0.109939544
19640807,0.56,-0.09,-0.14,-0.01,-0.04,0.013,0.558437829,-0.090040524,-0.140098092,-0.0100005,-0.040008002
19640810,0.02,0.03,-0.2,-0.03,0.01,0.013,0.019998,0.029995501,-0.200200267,-0.030004501,0.0099995
19640811,-0.01,0.13,0.17,-0.26,-0.2,0.013,-0.0100005,0.129915573,0.169855664,-0.260338587,-0.200200267
19640812,0.5,0.15,-0.05,0.08,-0.32,0.013,0.498754151,0.149887612,-0.050012504,0.079968017,-0.320513095
19640813,0.28,0.07,0.14,-0.02,-0.19,0.013,0.27960873,0.069975511,0.139902091,-0.020002,-0.190180729
19640814,-0.1,0.19,0.04,-0.05,0.28,0.013,-0.100050033,0.189819728,0.039992002,-0.050012504,0.27960873
19640817,-0.01,-0.07,-0.2,0.17,-0.13,0.013,-0.0100005,-0.070024511,-0.200200267,0.169855664,-0.130084573
19640818,0.06,-0.08,0.34,0.05,0.2,0.013,0.059982007,-0.080032017,0.339423307,0.049987504,0.199800266
19640819,-0.09,0.05,0.04,0,0.16,0.013,-0.090040524,0.049987504,0.039992002,0,0.159872136
19640820,-0.44,0,-0.26,-0.1,0.2,0.013,-0.440970849,0,-0.260338587,-0.100050033,0.199800266
19640821,0.16,0.1,-0.08,0.2,-0.01,0.013,0.159872136,0.099950033,-0.080032017,0.199800266,-0.0100005
19640824,-0.2,0.14,0.51,-0.29,-0.01,0.013,-0.200200267,0.139902091,0.508703905,-0.290421315,-0.0100005
19640825,-0.5,0.1,-0.33,0.07,0.08,0.013,-0.501254182,0.099950033,-0.330545701,0.069975511,0.079968017
19640826,-0.18,0.03,-0.02,-0.12,-0.03,0.013,-0.180162195,0.029995501,-0.020002,-0.120072058,-0.030004501
19640827,0.48,-0.26,0.03,0.28,0,0.013,0.478851673,-0.260338587,0.029995501,0.27960873,0
19640828,0.32,-0.06,-0.13,0.17,-0.25,0.013,0.31948909,-0.060018007,-0.130084573,0.169855664,-0.250313022
19640831,-0.21,0.28,-0.07,0.01,0.12,0.013,-0.210220809,0.27960873,-0.070024511,0.0099995,0.119928058
19640901,0.46,-0.14,0.53,0.09,0.03,0.013,0.458945233,-0.140098092,0.528600443,0.089959524,0.029995501
19640902,0.2,0.23,0.18,-0.23,-0.21,0.013,0.199800266,0.229735905,0.179838194,-0.230264906,-0.210220809
19640903,0.25,-0.18,-0.22,0.36,0.07,0.013,0.24968802,-0.180162195,-0.220242356,0.359353551,0.069975511
19640904,0.21,-0.01,0.03,-0.11,0.08,0.013,0.209779808,-0.0100005,0.029995501,-0.110060544,0.079968017
19640908,0.12,0.02,-0.01,-0.1,0.06,0.013,0.119928058,0.019998,-0.0100005,-0.100050033,0.059982007
19640909,0.19,-0.1,0.33,0.04,0.11,0.013,0.189819728,-0.100050033,0.329456695,0.039992002,0.109939544
19640910,0.08,-0.06,0.23,0.19,0.15,0.013,0.079968017,-0.060018007,0.229735905,0.189819728,0.149887612
19640911,0.33,-0.2,0.34,-0.09,0.46,0.013,0.329456695,-0.200200267,0.339423307,-0.090040524,0.458945233
19640914,-0.24,0.04,0.39,-0.1,0.26,0.013,-0.240288462,0.039992002,0.389241472,-0.100050033,0.259662585
19640915,-0.24,0.09,-0.09,0.26,-0.27,0.013,-0.240288462,0.089959524,-0.090040524,0.259662585,-0.270365157
19640916,0.27,-0.05,0.22,0.12,-0.4,0.013,0.269636155,-0.050012504,0.219758354,0.119928058,-0.40080214
19640917,0.59,-0.26,0.21,0.04,0.02,0.013,0.588266316,-0.260338587,0.209779808,0.039992002,0.019998
19640918,-0.34,0.14,-0.23,0,0.19,0.013,-0.340579313,0.139902091,-0.230264906,0,0.189819728
19640921,0.4,-0.09,0.13,-0.42,-0.12,0.013,0.399202127,-0.090040524,0.129915573,-0.420884477,-0.120072058
19640922,0.04,0.09,-0.22,-0.17,-0.04,0.013,0.039992002,0.089959524,-0.220242356,-0.170144664,-0.040008002
19640923,0.01,0.08,0.21,-0.15,0.05,0.013,0.0099995,0.079968017,0.209779808,-0.150112613,0.049987504
19640924,0.1,-0.13,0.03,-0.23,-0.02,0.013,0.099950033,-0.130084573,0.029995501,-0.230264906,-0.020002
19640925,0.2,0.08,-0.36,0.04,-0.25,0.013,0.199800266,0.079968017,-0.360649559,0.039992002,-0.250313022
19640928,0.07,-0.04,-0.08,-0.25,-0.03,0.013,0.069975511,-0.040008002,-0.080032017,-0.250313022,-0.030004501
19640929,-0.01,-0.03,-0.09,0.14,0.15,0.013,-0.0100005,-0.030004501,-0.090040524,0.139902091,0.149887612
19640930,-0.03,0.18,-0.09,0.13,0.28,0.013,-0.030004501,0.179838194,-0.090040524,0.129915573,0.27960873
19641001,-0.14,0.09,0.11,0.21,-0.15,0.013,-0.140098092,0.089959524,0.109939544,0.209779808,-0.150112613
19641002,0.24,-0.19,0.16,-0.12,-0.12,0.013,0.23971246,-0.190180729,0.159872136,-0.120072058,-0.120072058
19641005,0.41,-0.18,0.38,-0.12,0.2,0.013,0.40916179,-0.180162195,0.379279824,-0.120072058,0.199800266
19641006,0.02,-0.04,0.16,0.2,0.38,0.013,0.019998,-0.040008002,0.159872136,0.199800266,0.379279824
19641007,-0.02,-0.07,0.09,-0.03,0.03,0.013,-0.020002,-0.070024511,0.089959524,-0.030004501,0.029995501
19641008,0.24,0.02,0.18,0.1,-0.4,0.013,0.23971246,0.019998,0.179838194,0.099950033,-0.40080214
19641009,0.19,0.09,0.09,-0.2,-0.06,0.013,0.189819728,0.089959524,0.089959524,-0.200200267,-0.060018007
19641012,0.06,0.26,-0.07,0.13,0.12,0.013,0.059982007,0.259662585,-0.070024511,0.129915573,0.119928058
19641013,-0.25,0.13,0.35,-0.17,0.35,0.013,-0.250313022,0.129915573,0.349388925,-0.170144664,0.349388925
19641014,-0.17,0.03,0.14,-0.35,0.24,0.013,-0.170144664,0.029995501,0.139902091,-0.350613933,0.23971246
19641015,-0.7,-0.45,-0.17,0.27,0.14,0.013,-0.702461494,-0.451015548,-0.170144664,0.269636155,0.139902091
19641016,0.7,0.36,0.06,-0.35,0.11,0.013,0.697561374,0.359353551,0.059982007,-0.350613933,0.109939544
19641019,0.13,0.33,0.16,-0.18,0.25,0.013,0.129915573,0.329456695,0.159872136,-0.180162195,0.24968802
19641020,0.25,0.06,0.29,0.22,-0.06,0.013,0.24968802,0.059982007,0.289580311,0.219758354,-0.060018007
19641021,-0.06,0.01,0,0.09,0.11,0.013,-0.060018007,0.0099995,0,0.089959524,0.109939544
19641022,-0.16,0.17,0.04,0.12,-0.1,0.013,-0.160128137,0.169855664,0.039992002,0.119928058,-0.100050033
19641023,0.2,-0.04,0.01,0.14,-0.21,0.013,0.199800266,-0.040008002,0.0099995,0.139902091,-0.210220809
19641026,-0.17,0.29,0.23,-0.47,0.25,0.013,-0.170144664,0.289580311,0.229735905,-0.471107973,0.24968802
19641027,-0.04,0.02,-0.11,0.16,-0.18,0.013,-0.040008002,0.019998,-0.110060544,0.159872136,-0.180162195
19641028,-0.35,-0.14,-0.53,0.1,-0.07,0.013,-0.350613933,-0.140098092,-0.531409482,0.099950033,-0.070024511
19641029,0.05,0.03,-0.16,0.09,-0.16,0.013,0.049987504,0.029995501,-0.160128137,0.089959524,-0.160128137
19641030,0.18,0.13,-0.26,0.09,-0.18,0.013,0.179838194,0.129915573,-0.260338587,0.089959524,-0.180162195
19641102,0.43,-0.13,-0.28,0.42,-0.17,0.015,0.429078142,-0.130084573,-0.280392733,0.419120462,-0.170144664
19641104,-0.04,-0.09,0.21,0.08,0.08,0.015,-0.040008002,-0.090040524,0.209779808,0.079968017,0.079968017
19641105,0,-0.2,-0.52,0.07,-0.37,0.015,0,-0.200200267,-0.521356705,0.069975511,-0.370686193
19641106,0.19,-0.24,-0.13,0.01,-0.36,0.015,0.189819728,-0.240288462,-0.130084573,0.0099995,-0.360649559
19641109,-0.05,-0.13,-0.49,0.43,-0.04,0.015,-0.050012504,-0.130084573,-0.491204436,0.429078142,-0.040008002
19641110,-0.41,0.01,-0.2,-0.09,0.16,0.015,-0.410842804,0.0099995,-0.200200267,-0.090040524,0.159872136
19641111,0.26,-0.01,0.53,-0.1,-0.16,0.015,0.259662585,-0.0100005,0.528600443,-0.100050033,-0.160128137
19641112,0.18,0.24,0.24,-0.29,0.18,0.015,0.179838194,0.23971246,0.23971246,-0.290421315,0.179838194
19641113,0.1,0.2,-0.27,-0.08,0.01,0.015,0.099950033,0.199800266,-0.270365157,-0.080032017,0.0099995
19641116,0.43,-0.18,-0.53,0.13,-0.23,0.015,0.429078142,-0.180162195,-0.531409482,0.129915573,-0.230264906
19641117,0.45,-0.35,0.04,-0.06,0.1,0.015,0.448990527,-0.350613933,0.039992002,-0.060018007,0.099950033
19641118,0.24,-0.21,-0.02,0.03,0.39,0.015,0.23971246,-0.210220809,-0.020002,0.029995501,0.389241472
19641119,-0.01,0.01,-0.32,0.26,-0.2,0.015,-0.0100005,0.0099995,-0.320513095,0.259662585,-0.200200267
19641120,0.1,0.04,-0.03,-0.25,-0.27,0.015,0.099950033,0.039992002,-0.030004501,-0.250313022,-0.270365157
19641123,-0.24,0.18,0.05,0.03,-0.08,0.015,-0.240288462,0.179838194,0.049987504,0.029995501,-0.080032017
19641124,-0.26,0.08,0.03,-0.19,0.15,0.015,-0.260338587,0.079968017,0.029995501,-0.190180729,0.149887612
19641125,-0.21,0.31,-0.12,-0.05,-0.07,0.015,-0.210220809,0.309520491,-0.120072058,-0.050012504,-0.070024511
19641127,-0.31,0.17,-0.12,0.16,0.14,0.015,-0.310481495,0.169855664,-0.120072058,0.159872136,0.139902091
19641130,-0.87,0.04,-0.14,0.11,0.57,0.015,-0.873806594,0.039992002,-0.140098092,0.109939544,0.568381647
19641201,-1,0.17,-0.2,0.39,0.16,0.014,-1.005033585,0.169855664,-0.200200267,0.389241472,0.159872136
19641202,0.28,-0.23,0.01,-0.1,-0.39,0.014,0.27960873,-0.230264906,0.0099995,-0.100050033,-0.390762483
19641203,0.39,-0.03,0.13,-0.15,0.05,0.014,0.389241472,-0.030004501,0.129915573,-0.150112613,0.049987504
19641204,0.18,0.01,-0.18,0.12,-0.27,0.014,0.179838194,0.0099995,-0.180162195,0.119928058,-0.270365157
19641207,-0.01,-0.08,-0.18,-0.12,0.2,0.014,-0.0100005,-0.080032017,-0.180162195,-0.120072058,0.199800266
19641208,-0.37,-0.18,-0.57,0.2,-0.02,0.014,-0.370686193,-0.180162195,-0.5716307,0.199800266,-0.020002
19641209,-0.67,-0.26,-0.1,0.08,-0.32,0.014,-0.672254576,-0.260338587,-0.100050033,0.079968017,-0.320513095
19641210,-0.04,-0.11,0.19,-0.16,0.02,0.014,-0.040008002,-0.110060544,0.189819728,-0.160128137,0.019998
19641211,0.22,0.14,0.03,-0.14,-0.05,0.014,0.219758354,0.139902091,0.029995501,-0.140098092,-0.050012504
19641214,-0.26,0.14,-0.31,0.25,-0.01,0.014,-0.260338587,0.139902091,-0.310481495,0.24968802,-0.0100005
19641215,-0.35,-0.15,-0.18,0.1,-0.19,0.014,-0.350613933,-0.150112613,-0.180162195,0.099950033,-0.190180729
19641216,0.4,0.08,-0.26,0.01,-0.31,0.014,0.399202127,0.079968017,-0.260338587,0.0099995,-0.310481495
19641217,0.36,0.02,0.26,0.08,-0.35,0.014,0.359353551,0.019998,0.259662585,0.079968017,-0.350613933
19641218,0.47,-0.01,-0.05,0.17,-0.24,0.014,0.468898949,-0.0100005,-0.050012504,0.169855664,-0.240288462
19641221,0.07,0.05,-0.09,0.07,0.19,0.014,0.069975511,0.049987504,-0.090040524,0.069975511,0.189819728
19641222,-0.07,-0.06,-0.32,0.35,-0.27,0.014,-0.070024511,-0.060018007,-0.320513095,0.349388925,-0.270365157
19641223,-0.2,0.06,-0.22,0.06,-0.37,0.014,-0.200200267,0.059982007,-0.220242356,0.059982007,-0.370686193
19641224,0.01,0.19,0.08,-0.21,-0.05,0.014,0.0099995,0.189819728,0.079968017,-0.210220809,-0.050012504
19641228,-0.11,0,-0.18,-0.07,0.22,0.014,-0.110060544,0,-0.180162195,-0.070024511,0.219758354
19641229,-0.31,-0.12,0.03,0.04,0.01,0.014,-0.310481495,-0.120072058,0.029995501,0.039992002,0.0099995
19641230,0.57,-0.11,-0.26,0.07,0.04,0.014,0.568381647,-0.110060544,-0.260338587,0.069975511,0.039992002
19641231,0.49,-0.1,-0.13,0.03,0.29,0.014,0.488803407,-0.100050033,-0.130084573,0.029995501,0.289580311
19650104,-0.45,0.66,-0.09,-0.2,0.33,0.014,-0.451015548,0.657831536,-0.090040524,-0.200200267,0.329456695
19650105,0.49,0.42,-0.1,0.03,0.55,0.014,0.488803407,0.419120462,-0.100050033,0.029995501,0.548493023
19650106,0.34,0.25,0.44,0.13,-0.14,0.014,0.339423307,0.24968802,0.43903483,0.129915573,-0.140098092
19650107,0.4,0.07,0.18,-0.05,-0.37,0.014,0.399202127,0.069975511,0.179838194,-0.050012504,-0.370686193
19650108,0.17,0.09,-0.2,0.01,-0.4,0.014,0.169855664,0.089959524,-0.200200267,0.0099995,-0.40080214
19650111,0.06,0.14,0.09,0.06,0.14,0.014,0.059982007,0.139902091,0.089959524,0.059982007,0.139902091
19650112,0.28,0.21,-0.09,0.07,0.08,0.014,0.27960873,0.209779808,-0.090040524,0.069975511,0.079968017
19650113,0.28,0.16,-0.02,-0.34,0.07,0.014,0.27960873,0.159872136,-0.020002,-0.340579313,0.069975511
19650114,0,0.09,0.23,-0.06,-0.14,0.014,0,0.089959524,0.229735905,-0.060018007,-0.140098092
19650115,0.41,-0.14,0.17,0.04,0,0.014,0.40916179,-0.140098092,0.169855664,0.039992002,0
19650118,0.28,-0.11,-0.22,0.17,0.05,0.014,0.27960873,-0.110060544,-0.220242356,0.169855664,0.049987504
19650119,0.16,-0.18,0.17,0.06,-0.34,0.014,0.159872136,-0.180162195,0.169855664,0.059982007,-0.340579313
19650120,-0.03,-0.06,0.08,0.01,0.09,0.014,-0.030004501,-0.060018007,0.079968017,0.0099995,0.089959524
19650121,-0.1,0.12,-0.08,0.34,0.06,0.014,-0.100050033,0.119928058,-0.080032017,0.339423307,0.059982007
19650122,0.24,0.08,0.11,0.3,-0.04,0.014,0.23971246,0.079968017,0.109939544,0.299550898,-0.040008002
19650125,0.16,0.33,0.07,-0.05,0.12,0.014,0.159872136,0.329456695,0.069975511,-0.050012504,0.119928058
19650126,0.1,-0.01,-0.07,0.12,-0.03,0.014,0.099950033,-0.0100005,-0.070024511,0.119928058,-0.030004501
19650127,0.28,0.05,-0.28,0.21,-0.06,0.014,0.27960873,0.049987504,-0.280392733,0.209779808,-0.060018007
19650128,0.26,-0.06,-0.13,0.04,0.08,0.014,0.259662585,-0.060018007,-0.130084573,0.039992002,0.079968017
19650129,0.13,0.28,-0.06,-0.08,0.05,0.014,0.129915573,0.27960873,-0.060018007,-0.080032017,0.049987504
19650201,0.03,0.1,-0.06,-0.06,0.32,0.016,0.029995501,0.099950033,-0.060018007,-0.060018007,0.31948909
19650202,0.05,0.01,-0.03,-0.02,-0.06,0.016,0.049987504,0.0099995,-0.030004501,-0.020002,-0.060018007
19650203,0.14,0.16,-0.16,0.02,-0.24,0.016,0.139902091,0.159872136,-0.160128137,0.019998,-0.240288462
19650204,0,0.31,-0.26,0.53,-0.02,0.016,0,0.309520491,-0.260338587,0.528600443,-0.020002
19650205,-0.25,0.37,-0.06,0.08,0,0.016,-0.250313022,0.369317184,-0.060018007,0.079968017,0
19650208,-0.32,0.09,0.18,-0.02,0.12,0.016,-0.320513095,0.089959524,0.179838194,-0.020002,0.119928058
19650209,0.31,0.1,0.07,-0.13,-0.01,0.016,0.309520491,0.099950033,0.069975511,-0.130084573,-0.0100005
19650210,-0.84,-0.02,-0.03,0.21,0.14,0.016,-0.843547882,-0.020002,-0.030004501,0.209779808,0.139902091
19650211,-0.99,0.26,-0.03,0.32,0.13,0.016,-0.994933085,0.259662585,-0.030004501,0.31948909,0.129915573
19650212,0.66,0.31,0.04,-0.06,-0.08,0.016,0.657831536,0.309520491,0.039992002,-0.060018007,-0.080032017
19650215,-0.05,0.37,0.32,-0.1,0.32,0.016,-0.050012504,0.369317184,0.31948909,-0.100050033,0.31948909
19650216,-0.35,0.36,0.12,-0.1,0.09,0.016,-0.350613933,0.359353551,0.119928058,-0.100050033,0.089959524
19650217,0.14,0.19,-0.03,-0.28,-0.43,0.016,0.139902091,0.189819728,-0.030004501,-0.280392733,-0.430927159
19650218,0.31,0.3,-0.02,0.06,-0.36,0.016,0.309520491,0.299550898,-0.020002,0.059982007,-0.360649559
19650219,0.2,0.32,-0.11,-0.12,0,0.016,0.199800266,0.31948909,-0.110060544,-0.120072058,0
19650223,0.48,0.11,0.66,-0.16,-0.13,0.016,0.478851673,0.109939544,0.657831536,-0.160128137,-0.130084573
19650224,0.63,-0.12,0.02,-0.11,-0.25,0.016,0.628023796,-0.120072058,0.019998,-0.110060544,-0.250313022
19650225,0.07,-0.05,-0.04,-0.07,-0.16,0.016,0.069975511,-0.050012504,-0.040008002,-0.070024511,-0.160128137
19650226,0.25,0.04,-0.44,0.36,-0.06,0.016,0.24968802,0.039992002,-0.440970849,0.359353551,-0.060018007
19650301,-0.14,0.42,0,0.27,0.07,0.016,-0.140098092,0.419120462,0,0.269636155,0.069975511
19650302,0.18,0.17,-0.04,-0.03,0.31,0.016,0.179838194,0.169855664,-0.040008002,-0.030004501,0.309520491
19650303,-0.05,0.3,-0.19,0.31,0.21,0.016,-0.050012504,0.299550898,-0.190180729,0.309520491,0.209779808
19650304,-0.29,0.23,-0.14,0.16,0.35,0.016,-0.290421315,0.229735905,-0.140098092,0.159872136,0.349388925
19650305,-0.19,0.03,0.01,0.05,-0.02,0.016,-0.190180729,0.029995501,0.0099995,0.049987504,-0.020002
19650308,0.04,0.3,0.25,-0.07,-0.26,0.016,0.039992002,0.299550898,0.24968802,-0.070024511,-0.260338587
19650309,-0.16,-0.16,0.13,-0.27,-0.35,0.016,-0.160128137,-0.160128137,0.129915573,-0.270365157,-0.350613933
19650310,-0.1,0.18,-0.16,-0.15,-0.2,0.016,-0.100050033,0.179838194,-0.160128137,-0.150112613,-0.200200267
19650311,0.38,0.07,-0.31,0.26,-0.33,0.016,0.379279824,0.069975511,-0.310481495,0.259662585,-0.330545701
19650312,0.3,-0.07,0.3,0.16,0.26,0.016,0.299550898,-0.070024511,0.299550898,0.159872136,0.259662585
19650315,0.06,0.05,0.2,0.22,-0.15,0.016,0.059982007,0.049987504,0.199800266,0.219758354,-0.150112613
19650316,-0.11,0.05,0.21,-0.15,0.16,0.016,-0.110060544,0.049987504,0.209779808,-0.150112613,0.159872136
19650317,-0.15,0.07,0.02,-0.17,0.15,0.016,-0.150112613,0.069975511,0.019998,-0.170144664,0.149887612
19650318,-0.26,0.19,-0.27,0.11,-0.22,0.016,-0.260338587,0.189819728,-0.270365157,0.109939544,-0.220242356
